organisatie;org_afk;soort;onderwerp;jaar;maand;maand_nr;aantal
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2021;dec;12;0,53229848132697921
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2021;dec;12;0,93090360181902898
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2021;dec;12;0,46949348199453783
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2021;dec;12;0,08564730928487675
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;jan;1;0,31603613030739136
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;jan;1;0,97664079803016735
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;jan;1;2,10971527343109244
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;jan;1;0,88231154121321587
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;feb;2;0,35160859781636156
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;feb;2;0,34818520599306602
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;feb;2;2,09385246023465355
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;feb;2;1,07500448360289447
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;mrt;3;0,22378351521540915
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;mrt;3;0,36531940961932985
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;mrt;3;1,82750527125598361
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;mrt;3;1,12550664605653061
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;apr;4;0,37171918348054839
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;apr;4;1,19173839390288006
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;apr;4;1,59749197161591439
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;apr;4;1,13287755664664291
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;mei;5;0,27540383680904934
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;mei;5;0,78808393046090375
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;mei;5;1,77720538687485674
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;mei;5;1,13060107297145507
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;jun;6;0,34899024096282827
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;jun;6;0,57610581705742747
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;jun;6;1,78808588886032083
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;jun;6;1,25486796425201286
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;jul;7;0,39861603314389760
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;jul;7;0,60233534572867886
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;jul;7;1,71285804388913165
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;jul;7;1,32125772209146342
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;aug;8;0,19271035265056116
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;aug;8;0,36007479251060198
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;aug;8;1,88875685303775587
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;aug;8;1,32689602853756949
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;sep;9;0,58982902311940610
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;sep;9;0,77392526648705640
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;sep;9;1,75353906090698874
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;sep;9;1,30009240821001382
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;okt;10;0,56942331254991030
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;okt;10;1,32833419277822151
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;okt;10;1,98681733330520016
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;okt;10;1,29164645995887994
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;nov;11;0,80586557445823881
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;nov;11;1,55557525836510413
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;nov;11;2,43029061884362285
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;nov;11;1,14974255395986824
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2021;dec;12;0,48395749228647178
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2021;dec;12;0,74574817715202601
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2021;dec;12;2,65225849990540752
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2021;dec;12;0,99712927072974222
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;jan;1;0,36560204986041134
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;jan;1;1,08370535907866294
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;jan;1;2,40012864900947465
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;jan;1;0,56525976222233731
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;feb;2;0,38195031431898824
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;feb;2;1,41741665354331792
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;feb;2;2,40801232985248426
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;feb;2;0,59239733697457364
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;mrt;3;0,43204389886457623
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;mrt;3;1,12219764858136450
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;mrt;3;2,62747050705425877
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;mrt;3;0,63985871488856727
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;apr;4;0,37773423292698077
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;apr;4;1,44532086386100822
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;apr;4;2,44864664842460744
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;apr;4;0,61459547745437304
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;mei;5;0,33513432677493654
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;mei;5;1,03552121004413578
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;mei;5;2,70529257787331190
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;mei;5;0,57017205238557489
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;jun;6;0,34571127664558104
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;jun;6;0,89003782074326532
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;jun;6;2,77543592434621367
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;jun;6;0,61012096809636507
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;jul;7;0,47900358852549035
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;jul;7;0,90943965400841686
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;jul;7;2,71391676490405631
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;jul;7;0,69825232358521150
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;aug;8;0,31917724386280810
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;aug;8;0,81915027985501676
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;aug;8;2,85047330483793759
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;aug;8;0,75681483498597413
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;sep;9;0,40809682432395605
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;sep;9;0,79624543999028607
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;sep;9;2,74830039392341119
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;sep;9;0,78090135268667638
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;okt;10;0,84478279643773557
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;okt;10;1,08392901007546638
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;okt;10;2,57607944234537323
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;okt;10;0,80186716441183303
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;nov;11;0,72569420427798204
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;nov;11;1,86832614055020185
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;nov;11;2,41100988975512509
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;nov;11;0,78432644211612301
Ministerie van LNV;LNV;Ministerie;zv% 1-7;2021;dec;12;0,52301521381548022
Ministerie van LNV;LNV;Ministerie;zv% 8-42;2021;dec;12;1,51678010158649679
Ministerie van LNV;LNV;Ministerie;zv% 43-365;2021;dec;12;2,87692159768274447
Ministerie van LNV;LNV;Ministerie;zv%> 1 jaar;2021;dec;12;0,77156852105370688
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;jan;1;0,45244635365553743
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;jan;1;0,45241016084267005
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;jan;1;3,83222170124678829
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;jan;1;0,00000000000000000
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;feb;2;0,34337560879524465
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;feb;2;2,04480542379773844
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;feb;2;3,37116891863985702
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;feb;2;0,43241141691632701
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;mrt;3;1,13211405657638631
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;mrt;3;1,19793297839022861
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;mrt;3;3,31956534485396837
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;mrt;3;0,87904548620198009
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;apr;4;0,11005791797933663
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;apr;4;0,58565486754070994
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;apr;4;2,71061646191308192
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;apr;4;0,91733274635777073
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;mei;5;0,67684558194787514
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;mei;5;0,92013726494219250
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;mei;5;1,96169680701798943
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;mei;5;0,86667855432909136
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;jun;6;0,37190898982316117
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;jun;6;1,60537797671123861
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;jun;6;2,01751266695641229
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;jun;6;1,01937719778514047
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;jul;7;0,47387924016729416
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;jul;7;0,91549638763435370
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;jul;7;1,96454538829680692
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;jul;7;1,05086168350996911
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;aug;8;0,26118827981025788
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;aug;8;0,62604965039948746
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;aug;8;2,56660394416690085
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;aug;8;0,91863649270407854
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;sep;9;0,79857426977755974
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;sep;9;2,37476079798263173
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;sep;9;1,76445281705923751
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;sep;9;1,01706895443838263
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;okt;10;1,03981829184449226
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;okt;10;1,67327587874808037
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;okt;10;2,41527255744420888
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;okt;10;1,18741689796195149
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;nov;11;0,68017118968889945
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;nov;11;1,02276902300733807
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;nov;11;3,45062408769996143
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;nov;11;0,91036372843992974
Autoriteit Persoonsgegevens;AP;Divers;zv% 1-7;2021;dec;12;0,43786142384171217
Autoriteit Persoonsgegevens;AP;Divers;zv% 8-42;2021;dec;12;0,81226222208290877
Autoriteit Persoonsgegevens;AP;Divers;zv% 43-365;2021;dec;12;3,91072116684964088
Autoriteit Persoonsgegevens;AP;Divers;zv%> 1 jaar;2021;dec;12;0,91318732822132120
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;jan;1;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;jan;1;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;jan;1;1,94495769717008660
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;jan;1;2,75976949114259984
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;feb;2;0,06946277489893166
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;feb;2;0,56695516872508023
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;feb;2;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;feb;2;2,48468345813478564
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;mrt;3;0,33855173983505243
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;mrt;3;1,05719683636956119
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;mrt;3;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;mrt;3;2,16943009627953787
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;apr;4;0,08350861378205128
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;apr;4;0,87076822916666663
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;apr;4;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;apr;4;1,87800480769230771
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;mei;5;0,06116952460880560
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;mei;5;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;mei;5;0,32682876998484833
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;mei;5;1,89625526287297363
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;jun;6;0,08616958743241759
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;jun;6;0,54569765714322627
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;jun;6;0,31005548701319674
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;jun;6;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;jul;7;0,73616288187266721
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;jul;7;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;jul;7;0,28550755812816553
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;jul;7;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;aug;8;0,29446515274906687
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;aug;8;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;aug;8;0,13814881844911234
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;aug;8;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;sep;9;0,62748687191270880
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;sep;9;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;sep;9;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;sep;9;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;okt;10;1,95792186026761006
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;okt;10;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;okt;10;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;okt;10;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;nov;11;0,48895232054128346
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;nov;11;1,75097790464108249
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;nov;11;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;nov;11;0,00000000000000000
Bureau Financieel Toezicht;BFT;Divers;zv% 1-7;2021;dec;12;0,68022774009391973
Bureau Financieel Toezicht;BFT;Divers;zv% 8-42;2021;dec;12;2,25003325046294878
Bureau Financieel Toezicht;BFT;Divers;zv% 43-365;2021;dec;12;0,31971598989185929
Bureau Financieel Toezicht;BFT;Divers;zv%> 1 jaar;2021;dec;12;0,00000000000000000
Raad van State;RvS;Divers;zv% 1-7;2021;jan;1;0,38500005626423678
Raad van State;RvS;Divers;zv% 8-42;2021;jan;1;2,01637453275944178
Raad van State;RvS;Divers;zv% 43-365;2021;jan;1;2,50231093336261701
Raad van State;RvS;Divers;zv%> 1 jaar;2021;jan;1;0,34406570350963867
Raad van State;RvS;Divers;zv% 1-7;2021;feb;2;0,37879862024062988
Raad van State;RvS;Divers;zv% 8-42;2021;feb;2;1,47459293531845459
Raad van State;RvS;Divers;zv% 43-365;2021;feb;2;2,65591957680119828
Raad van State;RvS;Divers;zv%> 1 jaar;2021;feb;2;0,51769333815787832
Raad van State;RvS;Divers;zv% 1-7;2021;mrt;3;0,55061755058637429
Raad van State;RvS;Divers;zv% 8-42;2021;mrt;3;1,11447373385242621
Raad van State;RvS;Divers;zv% 43-365;2021;mrt;3;2,80973599771735261
Raad van State;RvS;Divers;zv%> 1 jaar;2021;mrt;3;0,68780457609378554
Raad van State;RvS;Divers;zv% 1-7;2021;apr;4;0,36352477301235436
Raad van State;RvS;Divers;zv% 8-42;2021;apr;4;1,47343421154057275
Raad van State;RvS;Divers;zv% 43-365;2021;apr;4;2,57976977718187284
Raad van State;RvS;Divers;zv%> 1 jaar;2021;apr;4;0,68131331653068039
Raad van State;RvS;Divers;zv% 1-7;2021;mei;5;0,45035680271162010
Raad van State;RvS;Divers;zv% 8-42;2021;mei;5;0,72678117742598713
Raad van State;RvS;Divers;zv% 43-365;2021;mei;5;2,91082684717525497
Raad van State;RvS;Divers;zv%> 1 jaar;2021;mei;5;0,76153478033426847
Raad van State;RvS;Divers;zv% 1-7;2021;jun;6;0,41651066354895910
Raad van State;RvS;Divers;zv% 8-42;2021;jun;6;0,71856802089146654
Raad van State;RvS;Divers;zv% 43-365;2021;jun;6;2,90562576677004092
Raad van State;RvS;Divers;zv%> 1 jaar;2021;jun;6;0,81056276505812730
Raad van State;RvS;Divers;zv% 1-7;2021;jul;7;0,46399957314987006
Raad van State;RvS;Divers;zv% 8-42;2021;jul;7;0,92970723233906161
Raad van State;RvS;Divers;zv% 43-365;2021;jul;7;2,97307513699107107
Raad van State;RvS;Divers;zv%> 1 jaar;2021;jul;7;0,84118952939830294
Raad van State;RvS;Divers;zv% 1-7;2021;aug;8;0,19811103195579088
Raad van State;RvS;Divers;zv% 8-42;2021;aug;8;1,24289843709933323
Raad van State;RvS;Divers;zv% 43-365;2021;aug;8;2,72261177376564234
Raad van State;RvS;Divers;zv%> 1 jaar;2021;aug;8;1,04738593838289451
Raad van State;RvS;Divers;zv% 1-7;2021;sep;9;0,19796708475313565
Raad van State;RvS;Divers;zv% 8-42;2021;sep;9;0,96149061117958390
Raad van State;RvS;Divers;zv% 43-365;2021;sep;9;2,53323279924599420
Raad van State;RvS;Divers;zv%> 1 jaar;2021;sep;9;1,09318639889799174
Raad van State;RvS;Divers;zv% 1-7;2021;okt;10;0,78579333667102269
Raad van State;RvS;Divers;zv% 8-42;2021;okt;10;0,68138156193800148
Raad van State;RvS;Divers;zv% 43-365;2021;okt;10;2,70708847637612360
Raad van State;RvS;Divers;zv%> 1 jaar;2021;okt;10;0,81410668913850393
Raad van State;RvS;Divers;zv% 1-7;2021;nov;11;0,84094604902822578
Raad van State;RvS;Divers;zv% 8-42;2021;nov;11;1,80681127444424261
Raad van State;RvS;Divers;zv% 43-365;2021;nov;11;2,35868896491355917
Raad van State;RvS;Divers;zv%> 1 jaar;2021;nov;11;0,76208826076810332
Raad van State;RvS;Divers;zv% 1-7;2021;dec;12;0,60470656850187854
Raad van State;RvS;Divers;zv% 8-42;2021;dec;12;0,58443446251338604
Raad van State;RvS;Divers;zv% 43-365;2021;dec;12;2,64302173941237495
Raad van State;RvS;Divers;zv%> 1 jaar;2021;dec;12;0,79955701941708179
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;jan;1;0,17551721470712214
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;jan;1;0,35295164475479562
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;jan;1;0,87934984612176303
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;jan;1;0,27806175153484392
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;feb;2;0,15419805070887321
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;feb;2;0,46438239629992251
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;feb;2;0,89239598456648750
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;feb;2;0,27829942105836220
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;mrt;3;0,21517749004910428
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;mrt;3;0,40033469233316743
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;mrt;3;1,00819032624854077
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;mrt;3;0,32481449061818407
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;apr;4;0,16792054481511770
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;apr;4;0,51533713692758254
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;apr;4;1,03996921295133848
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;apr;4;0,29724921107073704
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;mei;5;0,16156892952613261
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;mei;5;0,39215948293118535
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;mei;5;1,16487820301866551
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;mei;5;0,25401286344825547
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;jun;6;0,15736828226326513
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;jun;6;0,20665235467097509
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;jun;6;1,12680934282237288
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;jun;6;0,27163170456509467
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;jul;7;0,20847742627534285
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;jul;7;0,51316145416842007
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;jul;7;1,03067665248789964
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;jul;7;0,27713597692118286
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;aug;8;0,12480771014333364
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;aug;8;0,19971562855927530
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;aug;8;1,27565382469100852
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;aug;8;0,30693279939012308
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;sep;9;0,18967481763959773
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;sep;9;0,34462782398910563
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;sep;9;1,08534210947833420
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;sep;9;0,36278472110512405
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;okt;10;0,30857623717037813
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;okt;10;0,42628704717665794
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;okt;10;1,10917827289516979
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;okt;10;0,38442610966666307
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;nov;11;0,33466276853681703
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;nov;11;0,53378562025174991
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;nov;11;1,08471313870267094
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;nov;11;0,35919169692014424
Buitenlandse zaken;BuZa;Ministerie;zv% 1-7;2021;dec;12;0,27048462278993174
Buitenlandse zaken;BuZa;Ministerie;zv% 8-42;2021;dec;12;0,43659641191795800
Buitenlandse zaken;BuZa;Ministerie;zv% 43-365;2021;dec;12;1,05572025513488121
Buitenlandse zaken;BuZa;Ministerie;zv%> 1 jaar;2021;dec;12;0,36057908882217865
Het Rijk;Rijk;Rijk;zv% 1-7;2022;jan;1;0,91016916727046304
Het Rijk;Rijk;Rijk;zv% 8-42;2022;jan;1;1,67012934988263373
Het Rijk;Rijk;Rijk;zv% 43-365;2022;jan;1;3,23498925669493520
Het Rijk;Rijk;Rijk;zv%> 1 jaar;2022;jan;1;0,67369915871443053
Het Rijk;Rijk;Rijk;zv% 1-7;2022;feb;2;1,08558679475563835
Het Rijk;Rijk;Rijk;zv% 8-42;2022;feb;2;2,20501520742033197
