organisatie;org_afk;soort;onderwerp;datum;jaar_mndnr;maand_nr;jaar_wknr;week_nr;aantal
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-01-23;2018;1;2018;4;21
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-01-23;2018;1;2018;4;34
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-01-23;2018;1;2018;4;40
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-01-23;2018;1;2018;4;69
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-01-23;2018;1;2018;4;245
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-01-23;2018;1;2018;4;86
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-01-23;2018;1;2018;4;21
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;35
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;2
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;205
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;4
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;11
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;24
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;21
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;46
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;206
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;70
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;17
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;61
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;3
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;236
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;3
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;13
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;31
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;36
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;72
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;201
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;92
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;19
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;19
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;97
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;2
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;10
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;12
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;14
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;30
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;80
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;44
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;5
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;23
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;8
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;8
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;1
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;10
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;3
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;6
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;10
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;139
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;5
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;560
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;47
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;62
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;77
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;156
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;569
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;208
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;44
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;83
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;329
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;6
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;31
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;37
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;48
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;73
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;277
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;107
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;11
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;45
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;2
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;204
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;6
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;32
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;21
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;37
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;180
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;57
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;14
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;56
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;6
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;295
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;2
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;18
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;35
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;37
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;70
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;245
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;92
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;18
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;20
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;119
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;11
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;15
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;23
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;26
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;99
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;42
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;8
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;27
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;1
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;1
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;7
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;6
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;20
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;1
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;5
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;3
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;147
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;10
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;598
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;5
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;38
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;86
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;90
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;172
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;560
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;201
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;39
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;76
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;346
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;5
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;20
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;32
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;52
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;75
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;283
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;102
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;13
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;39
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;4
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;212
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;21
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;30
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;22
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;49
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;195
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;71
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;11
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;59
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;3
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;283
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;4
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;17
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;30
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;51
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;63
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;202
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;99
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;8
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;29
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;5
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;150
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;6
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;21
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;16
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;20
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;92
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;46
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;3
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;1
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;25
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;6
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;3
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;15
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;1
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;1
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;1
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;4
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;1
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;146
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;6
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;583
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;8
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;41
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;94
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;88
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;179
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;586
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;199
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;37
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;61
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;7
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;329
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;5
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;23
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;29
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;38
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;67
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;247
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;89
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;12
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;42
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;5
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;225
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;9
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;25
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;25
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;38
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;197
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;64
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;14
